roi_id,roi_name,hemi,network,ipsi_contra
438,7Networks_RH_Vis_38,RH,Vis,contra
439,7Networks_RH_Vis_39,RH,Vis,contra
440,7Networks_RH_Vis_40,RH,Vis,contra
441,7Networks_RH_Vis_41,RH,Vis,contra
442,7Networks_RH_Vis_42,RH,Vis,contra
443,7Networks_RH_Vis_43,RH,Vis,contra
444,7Networks_RH_Vis_44,RH,Vis,contra
445,7Networks_RH_Vis_45,RH,Vis,contra
446,7Networks_RH_Vis_46,RH,Vis,contra
447,7Networks_RH_Vis_47,RH,Vis,contra
448,7Networks_RH_Vis_48,RH,Vis,contra
449,7Networks_RH_Vis_49,RH,Vis,contra
450,7Networks_RH_Vis_50,RH,Vis,contra
451,7Networks_RH_Vis_51,RH,Vis,contra
452,7Networks_RH_Vis_52,RH,Vis,contra
453,7Networks_RH_Vis_53,RH,Vis,contra
454,7Networks_RH_Vis_54,RH,Vis,contra
455,7Networks_RH_Vis_55,RH,Vis,contra
456,7Networks_RH_Vis_56,RH,Vis,contra
457,7Networks_RH_Vis_57,RH,Vis,contra
458,7Networks_RH_Vis_58,RH,Vis,contra
459,7Networks_RH_Vis_59,RH,Vis,contra
460,7Networks_RH_Vis_60,RH,Vis,contra
461,7Networks_RH_Vis_61,RH,Vis,contra
462,7Networks_RH_Vis_62,RH,Vis,contra
463,7Networks_RH_Vis_63,RH,Vis,contra
464,7Networks_RH_Vis_64,RH,Vis,contra
465,7Networks_RH_Vis_65,RH,Vis,contra
466,7Networks_RH_Vis_66,RH,Vis,contra
467,7Networks_RH_Vis_67,RH,Vis,contra
468,7Networks_RH_SomMot_1,RH,SomMot,contra
469,7Networks_RH_SomMot_2,RH,SomMot,contra
470,7Networks_RH_SomMot_3,RH,SomMot,contra
471,7Networks_RH_SomMot_4,RH,SomMot,contra
472,7Networks_RH_SomMot_5,RH,SomMot,contra
473,7Networks_RH_SomMot_6,RH,SomMot,contra
474,7Networks_RH_SomMot_7,RH,SomMot,contra
475,7Networks_RH_SomMot_8,RH,SomMot,contra
476,7Networks_RH_SomMot_9,RH,SomMot,contra
477,7Networks_RH_SomMot_10,RH,SomMot,contra
478,7Networks_RH_SomMot_11,RH,SomMot,contra
479,7Networks_RH_SomMot_12,RH,SomMot,contra
480,7Networks_RH_SomMot_13,RH,SomMot,contra
481,7Networks_RH_SomMot_14,RH,SomMot,contra
482,7Networks_RH_SomMot_15,RH,SomMot,contra
483,7Networks_RH_SomMot_16,RH,SomMot,contra
484,7Networks_RH_SomMot_17,RH,SomMot,contra
485,7Networks_RH_SomMot_18,RH,SomMot,contra
486,7Networks_RH_SomMot_19,RH,SomMot,contra
487,7Networks_RH_SomMot_20,RH,SomMot,contra
488,7Networks_RH_SomMot_21,RH,SomMot,contra
489,7Networks_RH_SomMot_22,RH,SomMot,contra
490,7Networks_RH_SomMot_23,RH,SomMot,contra
491,7Networks_RH_SomMot_24,RH,SomMot,contra
492,7Networks_RH_SomMot_25,RH,SomMot,contra
493,7Networks_RH_SomMot_26,RH,SomMot,contra
494,7Networks_RH_SomMot_27,RH,SomMot,contra
495,7Networks_RH_SomMot_28,RH,SomMot,contra
496,7Networks_RH_SomMot_29,RH,SomMot,contra
497,7Networks_RH_SomMot_30,RH,SomMot,contra
498,7Networks_RH_SomMot_31,RH,SomMot,contra
499,7Networks_RH_SomMot_32,RH,SomMot,contra
500,7Networks_RH_SomMot_33,RH,SomMot,contra
501,7Networks_RH_SomMot_34,RH,SomMot,contra
502,7Networks_RH_SomMot_35,RH,SomMot,contra
503,7Networks_RH_SomMot_36,RH,SomMot,contra
504,7Networks_RH_SomMot_37,RH,SomMot,contra
505,7Networks_RH_SomMot_38,RH,SomMot,contra
506,7Networks_RH_SomMot_39,RH,SomMot,contra
507,7Networks_RH_SomMot_40,RH,SomMot,contra
508,7Networks_RH_SomMot_41,RH,SomMot,contra
509,7Networks_RH_SomMot_42,RH,SomMot,contra
510,7Networks_RH_SomMot_43,RH,SomMot,contra
511,7Networks_RH_SomMot_44,RH,SomMot,contra
512,7Networks_RH_SomMot_45,RH,SomMot,contra
513,7Networks_RH_SomMot_46,RH,SomMot,contra
514,7Networks_RH_SomMot_47,RH,SomMot,contra
515,7Networks_RH_SomMot_48,RH,SomMot,contra
516,7Networks_RH_SomMot_49,RH,SomMot,contra
517,7Networks_RH_SomMot_50,RH,SomMot,contra
518,7Networks_RH_SomMot_51,RH,SomMot,contra
519,7Networks_RH_SomMot_52,RH,SomMot,contra
520,7Networks_RH_SomMot_53,RH,SomMot,contra
521,7Networks_RH_SomMot_54,RH,SomMot,contra
522,7Networks_RH_SomMot_55,RH,SomMot,contra
523,7Networks_RH_SomMot_56,RH,SomMot,contra
524,7Networks_RH_SomMot_57,RH,SomMot,contra
525,7Networks_RH_SomMot_58,RH,SomMot,contra
526,7Networks_RH_SomMot_59,RH,SomMot,contra
527,7Networks_RH_SomMot_60,RH,SomMot,contra
528,7Networks_RH_SomMot_61,RH,SomMot,contra
529,7Networks_RH_SomMot_62,RH,SomMot,contra
530,7Networks_RH_SomMot_63,RH,SomMot,contra
531,7Networks_RH_SomMot_64,RH,SomMot,contra
532,7Networks_RH_SomMot_65,RH,SomMot,contra
533,7Networks_RH_SomMot_66,RH,SomMot,contra
534,7Networks_RH_SomMot_67,RH,SomMot,contra
535,7Networks_RH_SomMot_68,RH,SomMot,contra
536,7Networks_RH_SomMot_69,RH,SomMot,contra
537,7Networks_RH_SomMot_70,RH,SomMot,contra
538,7Networks_RH_SomMot_71,RH,SomMot,contra
539,7Networks_RH_SomMot_72,RH,SomMot,contra
540,7Networks_RH_SomMot_73,RH,SomMot,contra
541,7Networks_RH_SomMot_74,RH,SomMot,contra
542,7Networks_RH_SomMot_75,RH,SomMot,contra
543,7Networks_RH_SomMot_76,RH,SomMot,contra
544,7Networks_RH_DorsAttn_Post_1,RH,DorsAttn,contra
545,7Networks_RH_DorsAttn_Post_2,RH,DorsAttn,contra
546,7Networks_RH_DorsAttn_Post_3,RH,DorsAttn,contra
547,7Networks_RH_DorsAttn_Post_4,RH,DorsAttn,contra
548,7Networks_RH_DorsAttn_Post_5,RH,DorsAttn,contra
549,7Networks_RH_DorsAttn_Post_6,RH,DorsAttn,contra
550,7Networks_RH_DorsAttn_Post_7,RH,DorsAttn,contra
551,7Networks_RH_DorsAttn_Post_8,RH,DorsAttn,contra
552,7Networks_RH_DorsAttn_Post_9,RH,DorsAttn,contra
553,7Networks_RH_DorsAttn_Post_10,RH,DorsAttn,contra
554,7Networks_RH_DorsAttn_Post_11,RH,DorsAttn,contra
555,7Networks_RH_DorsAttn_Post_12,RH,DorsAttn,contra
556,7Networks_RH_DorsAttn_Post_13,RH,DorsAttn,contra
557,7Networks_RH_DorsAttn_Post_14,RH,DorsAttn,contra
558,7Networks_RH_DorsAttn_Post_15,RH,DorsAttn,contra
559,7Networks_RH_DorsAttn_Post_16,RH,DorsAttn,contra
560,7Networks_RH_DorsAttn_Post_17,RH,DorsAttn,contra
561,7Networks_RH_DorsAttn_Post_18,RH,DorsAttn,contra
562,7Networks_RH_DorsAttn_Post_19,RH,DorsAttn,contra
563,7Networks_RH_DorsAttn_Post_20,RH,DorsAttn,contra
564,7Networks_RH_DorsAttn_Post_21,RH,DorsAttn,contra
565,7Networks_RH_DorsAttn_Post_22,RH,DorsAttn,contra
566,7Networks_RH_DorsAttn_Post_23,RH,DorsAttn,contra
567,7Networks_RH_DorsAttn_Post_24,RH,DorsAttn,contra
568,7Networks_RH_DorsAttn_Post_25,RH,DorsAttn,contra
569,7Networks_RH_DorsAttn_Post_26,RH,DorsAttn,contra
570,7Networks_RH_DorsAttn_Post_27,RH,DorsAttn,contra
571,7Networks_RH_DorsAttn_Post_28,RH,DorsAttn,contra
572,7Networks_RH_DorsAttn_Post_29,RH,DorsAttn,contra
573,7Networks_RH_DorsAttn_Post_30,RH,DorsAttn,contra
574,7Networks_RH_DorsAttn_Post_31,RH,DorsAttn,contra
575,7Networks_RH_DorsAttn_Post_32,RH,DorsAttn,contra
576,7Networks_RH_DorsAttn_Post_33,RH,DorsAttn,contra
577,7Networks_RH_DorsAttn_Post_34,RH,DorsAttn,contra
578,7Networks_RH_DorsAttn_Post_35,RH,DorsAttn,contra
579,7Networks_RH_DorsAttn_Post_36,RH,DorsAttn,contra
580,7Networks_RH_DorsAttn_Post_37,RH,DorsAttn,contra
581,7Networks_RH_DorsAttn_Post_38,RH,DorsAttn,contra
582,7Networks_RH_DorsAttn_Post_39,RH,DorsAttn,contra
583,7Networks_RH_DorsAttn_Post_40,RH,DorsAttn,contra
584,7Networks_RH_DorsAttn_Post_41,RH,DorsAttn,contra
585,7Networks_RH_DorsAttn_Post_42,RH,DorsAttn,contra
586,7Networks_RH_DorsAttn_FEF_1,RH,DorsAttn,contra
587,7Networks_RH_DorsAttn_FEF_2,RH,DorsAttn,contra
588,7Networks_RH_DorsAttn_FEF_3,RH,DorsAttn,contra
589,7Networks_RH_DorsAttn_FEF_4,RH,DorsAttn,contra
590,7Networks_RH_DorsAttn_FEF_5,RH,DorsAttn,contra
591,7Networks_RH_DorsAttn_FEF_6,RH,DorsAttn,contra
592,7Networks_RH_DorsAttn_PrCv_1,RH,DorsAttn,contra
593,7Networks_RH_DorsAttn_PrCv_2,RH,DorsAttn,contra
594,7Networks_RH_DorsAttn_PrCv_3,RH,DorsAttn,contra
595,7Networks_RH_DorsAttn_PrCv_4,RH,DorsAttn,contra
596,7Networks_RH_SalVentAttn_TempOccPar_1,RH,SalVentAttn,contra
597,7Networks_RH_SalVentAttn_TempOccPar_2,RH,SalVentAttn,contra
598,7Networks_RH_SalVentAttn_TempOccPar_3,RH,SalVentAttn,contra
599,7Networks_RH_SalVentAttn_TempOccPar_4,RH,SalVentAttn,contra
600,7Networks_RH_SalVentAttn_TempOccPar_5,RH,SalVentAttn,contra
601,7Networks_RH_SalVentAttn_TempOccPar_6,RH,SalVentAttn,contra
602,7Networks_RH_SalVentAttn_TempOccPar_7,RH,SalVentAttn,contra
603,7Networks_RH_SalVentAttn_TempOccPar_8,RH,SalVentAttn,contra
604,7Networks_RH_SalVentAttn_TempOccPar_9,RH,SalVentAttn,contra
605,7Networks_RH_SalVentAttn_TempOccPar_10,RH,SalVentAttn,contra
606,7Networks_RH_SalVentAttn_TempOccPar_11,RH,SalVentAttn,contra
607,7Networks_RH_SalVentAttn_TempOccPar_12,RH,SalVentAttn,contra
608,7Networks_RH_SalVentAttn_TempOccPar_13,RH,SalVentAttn,contra
609,7Networks_RH_SalVentAttn_PrC_1,RH,SalVentAttn,contra
610,7Networks_RH_SalVentAttn_FrOperIns_1,RH,SalVentAttn,contra
611,7Networks_RH_SalVentAttn_FrOperIns_2,RH,SalVentAttn,contra
612,7Networks_RH_SalVentAttn_FrOperIns_3,RH,SalVentAttn,contra
613,7Networks_RH_SalVentAttn_FrOperIns_4,RH,SalVentAttn,contra
614,7Networks_RH_SalVentAttn_FrOperIns_5,RH,SalVentAttn,contra
615,7Networks_RH_SalVentAttn_FrOperIns_6,RH,SalVentAttn,contra
616,7Networks_RH_SalVentAttn_FrOperIns_7,RH,SalVentAttn,contra
617,7Networks_RH_SalVentAttn_FrOperIns_8,RH,SalVentAttn,contra
618,7Networks_RH_SalVentAttn_FrOperIns_9,RH,SalVentAttn,contra
619,7Networks_RH_SalVentAttn_FrOperIns_10,RH,SalVentAttn,contra
620,7Networks_RH_SalVentAttn_FrOperIns_11,RH,SalVentAttn,contra
621,7Networks_RH_SalVentAttn_FrOperIns_12,RH,SalVentAttn,contra
622,7Networks_RH_SalVentAttn_FrOperIns_13,RH,SalVentAttn,contra
623,7Networks_RH_SalVentAttn_FrOperIns_14,RH,SalVentAttn,contra
624,7Networks_RH_SalVentAttn_FrOperIns_15,RH,SalVentAttn,contra
625,7Networks_RH_SalVentAttn_PFCv_1,RH,SalVentAttn,contra
626,7Networks_RH_SalVentAttn_PFCl_1,RH,SalVentAttn,contra
627,7Networks_RH_SalVentAttn_Med_1,RH,SalVentAttn,contra
628,7Networks_RH_SalVentAttn_Med_2,RH,SalVentAttn,contra
629,7Networks_RH_SalVentAttn_Med_3,RH,SalVentAttn,contra
630,7Networks_RH_SalVentAttn_Med_4,RH,SalVentAttn,contra
631,7Networks_RH_SalVentAttn_Med_5,RH,SalVentAttn,contra
632,7Networks_RH_SalVentAttn_Med_6,RH,SalVentAttn,contra
633,7Networks_RH_SalVentAttn_Med_7,RH,SalVentAttn,contra
634,7Networks_RH_SalVentAttn_Med_8,RH,SalVentAttn,contra
635,7Networks_RH_SalVentAttn_Med_9,RH,SalVentAttn,contra
636,7Networks_RH_SalVentAttn_Med_10,RH,SalVentAttn,contra
637,7Networks_RH_SalVentAttn_Med_11,RH,SalVentAttn,contra
638,7Networks_RH_SalVentAttn_Med_12,RH,SalVentAttn,contra
639,7Networks_RH_SalVentAttn_Med_13,RH,SalVentAttn,contra
640,7Networks_RH_SalVentAttn_Med_14,RH,SalVentAttn,contra
641,7Networks_RH_SalVentAttn_Med_15,RH,SalVentAttn,contra
642,7Networks_RH_SalVentAttn_Med_16,RH,SalVentAttn,contra
643,7Networks_RH_Limbic_OFC_1,RH,Limbic,contra
644,7Networks_RH_Limbic_OFC_2,RH,Limbic,contra
645,7Networks_RH_Limbic_OFC_3,RH,Limbic,contra
646,7Networks_RH_Limbic_OFC_4,RH,Limbic,contra
647,7Networks_RH_Limbic_OFC_5,RH,Limbic,contra
648,7Networks_RH_Limbic_OFC_6,RH,Limbic,contra
649,7Networks_RH_Limbic_OFC_7,RH,Limbic,contra
650,7Networks_RH_Limbic_OFC_8,RH,Limbic,contra
651,7Networks_RH_Limbic_OFC_9,RH,Limbic,contra
652,7Networks_RH_Limbic_OFC_10,RH,Limbic,contra
653,7Networks_RH_Limbic_TempPole_1,RH,Limbic,contra
654,7Networks_RH_Limbic_TempPole_2,RH,Limbic,contra
655,7Networks_RH_Limbic_TempPole_3,RH,Limbic,contra
656,7Networks_RH_Limbic_TempPole_4,RH,Limbic,contra
657,7Networks_RH_Limbic_TempPole_5,RH,Limbic,contra
658,7Networks_RH_Limbic_TempPole_6,RH,Limbic,contra
659,7Networks_RH_Limbic_TempPole_7,RH,Limbic,contra
660,7Networks_RH_Limbic_TempPole_8,RH,Limbic,contra
661,7Networks_RH_Limbic_TempPole_9,RH,Limbic,contra
662,7Networks_RH_Limbic_TempPole_10,RH,Limbic,contra
663,7Networks_RH_Limbic_TempPole_11,RH,Limbic,contra
664,7Networks_RH_Limbic_TempPole_12,RH,Limbic,contra
665,7Networks_RH_Limbic_TempPole_13,RH,Limbic,contra
666,7Networks_RH_Limbic_TempPole_14,RH,Limbic,contra
667,7Networks_RH_Limbic_TempPole_15,RH,Limbic,contra
668,7Networks_RH_Cont_Par_1,RH,Cont,contra
669,7Networks_RH_Cont_Par_2,RH,Cont,contra
670,7Networks_RH_Cont_Par_3,RH,Cont,contra
671,7Networks_RH_Cont_Par_4,RH,Cont,contra
672,7Networks_RH_Cont_Par_5,RH,Cont,contra
673,7Networks_RH_Cont_Par_6,RH,Cont,contra
674,7Networks_RH_Cont_Par_7,RH,Cont,contra
675,7Networks_RH_Cont_Par_8,RH,Cont,contra
676,7Networks_RH_Cont_Par_9,RH,Cont,contra
677,7Networks_RH_Cont_Par_10,RH,Cont,contra
678,7Networks_RH_Cont_Par_11,RH,Cont,contra
679,7Networks_RH_Cont_Temp_1,RH,Cont,contra
680,7Networks_RH_Cont_Temp_2,RH,Cont,contra
681,7Networks_RH_Cont_Temp_3,RH,Cont,contra
682,7Networks_RH_Cont_PFCv_1,RH,Cont,contra
683,7Networks_RH_Cont_PFCv_2,RH,Cont,contra
684,7Networks_RH_Cont_PFCl_1,RH,Cont,contra
685,7Networks_RH_Cont_PFCl_2,RH,Cont,contra
686,7Networks_RH_Cont_PFCl_3,RH,Cont,contra
687,7Networks_RH_Cont_PFCl_4,RH,Cont,contra
688,7Networks_RH_Cont_PFCl_5,RH,Cont,contra
689,7Networks_RH_Cont_PFCl_6,RH,Cont,contra
690,7Networks_RH_Cont_PFCl_7,RH,Cont,contra
691,7Networks_RH_Cont_PFCl_8,RH,Cont,contra
692,7Networks_RH_Cont_PFCl_9,RH,Cont,contra
693,7Networks_RH_Cont_PFCl_10,RH,Cont,contra
694,7Networks_RH_Cont_PFCl_11,RH,Cont,contra
695,7Networks_RH_Cont_PFCl_12,RH,Cont,contra
696,7Networks_RH_Cont_PFCl_13,RH,Cont,contra
697,7Networks_RH_Cont_PFCl_14,RH,Cont,contra
698,7Networks_RH_Cont_PFCl_15,RH,Cont,contra
699,7Networks_RH_Cont_PFCl_16,RH,Cont,contra
700,7Networks_RH_Cont_PFCl_17,RH,Cont,contra
701,7Networks_RH_Cont_PFCl_18,RH,Cont,contra
702,7Networks_RH_Cont_PFCl_19,RH,Cont,contra
703,7Networks_RH_Cont_PFCl_20,RH,Cont,contra
704,7Networks_RH_Cont_PFCl_21,RH,Cont,contra
705,7Networks_RH_Cont_PFCl_22,RH,Cont,contra
706,7Networks_RH_Cont_PFCl_23,RH,Cont,contra
707,7Networks_RH_Cont_PFCl_24,RH,Cont,contra
708,7Networks_RH_Cont_PFCl_25,RH,Cont,contra
709,7Networks_RH_Cont_PFCl_26,RH,Cont,contra
710,7Networks_RH_Cont_PFCl_27,RH,Cont,contra
711,7Networks_RH_Cont_PFCl_28,RH,Cont,contra
712,7Networks_RH_Cont_PFCl_29,RH,Cont,contra
713,7Networks_RH_Cont_PFCl_30,RH,Cont,contra
714,7Networks_RH_Cont_PFCl_31,RH,Cont,contra
715,7Networks_RH_Cont_PFCl_32,RH,Cont,contra
716,7Networks_RH_Cont_pCun_1,RH,Cont,contra
717,7Networks_RH_Cont_pCun_2,RH,Cont,contra
718,7Networks_RH_Cont_pCun_4,RH,Cont,contra
719,7Networks_RH_Cont_pCun_5,RH,Cont,contra
720,7Networks_RH_Cont_pCun_6,RH,Cont,contra
721,7Networks_RH_Cont_Cing_1,RH,Cont,contra
722,7Networks_RH_Cont_Cing_2,RH,Cont,contra
723,7Networks_RH_Cont_Cing_3,RH,Cont,contra
724,7Networks_RH_Cont_PFCmp_1,RH,Cont,contra
725,7Networks_RH_Cont_PFCmp_2,RH,Cont,contra
726,7Networks_RH_Cont_PFCmp_3,RH,Cont,contra
727,7Networks_RH_Default_Par_1,RH,Default,contra
728,7Networks_RH_Default_Par_2,RH,Default,contra
729,7Networks_RH_Default_Par_3,RH,Default,contra
730,7Networks_RH_Default_Par_4,RH,Default,contra
731,7Networks_RH_Default_Par_5,RH,Default,contra
732,7Networks_RH_Default_Par_6,RH,Default,contra
733,7Networks_RH_Default_Par_7,RH,Default,contra
734,7Networks_RH_Default_Par_8,RH,Default,contra
735,7Networks_RH_Default_Par_9,RH,Default,contra
736,7Networks_RH_Default_Par_10,RH,Default,contra
737,7Networks_RH_Default_Temp_1,RH,Default,contra
738,7Networks_RH_Default_Temp_2,RH,Default,contra
739,7Networks_RH_Default_Temp_3,RH,Default,contra
740,7Networks_RH_Default_Temp_4,RH,Default,contra
741,7Networks_RH_Default_Temp_5,RH,Default,contra
742,7Networks_RH_Default_Temp_6,RH,Default,contra
743,7Networks_RH_Default_Temp_7,RH,Default,contra
744,7Networks_RH_Default_Temp_8,RH,Default,contra
745,7Networks_RH_Default_Temp_9,RH,Default,contra
746,7Networks_RH_Default_Temp_10,RH,Default,contra
747,7Networks_RH_Default_Temp_11,RH,Default,contra
748,7Networks_RH_Default_Temp_12,RH,Default,contra
749,7Networks_RH_Default_Temp_13,RH,Default,contra
750,7Networks_RH_Default_PFCv_1,RH,Default,contra
751,7Networks_RH_Default_PFCv_2,RH,Default,contra
752,7Networks_RH_Default_PFCv_3,RH,Default,contra
753,7Networks_RH_Default_PFCv_4,RH,Default,contra
754,7Networks_RH_Default_PFCv_5,RH,Default,contra
755,7Networks_RH_Default_PFCv_6,RH,Default,contra
756,7Networks_RH_Default_PFCdPFCm_1,RH,Default,contra
757,7Networks_RH_Default_PFCdPFCm_2,RH,Default,contra
758,7Networks_RH_Default_PFCdPFCm_3,RH,Default,contra
759,7Networks_RH_Default_PFCdPFCm_4,RH,Default,contra
760,7Networks_RH_Default_PFCdPFCm_5,RH,Default,contra
761,7Networks_RH_Default_PFCdPFCm_6,RH,Default,contra
762,7Networks_RH_Default_PFCdPFCm_7,RH,Default,contra
763,7Networks_RH_Default_PFCdPFCm_8,RH,Default,contra
764,7Networks_RH_Default_PFCdPFCm_9,RH,Default,contra
765,7Networks_RH_Default_PFCdPFCm_10,RH,Default,contra
766,7Networks_RH_Default_PFCdPFCm_11,RH,Default,contra
767,7Networks_RH_Default_PFCdPFCm_12,RH,Default,contra
768,7Networks_RH_Default_PFCdPFCm_13,RH,Default,contra
769,7Networks_RH_Default_PFCdPFCm_14,RH,Default,contra
770,7Networks_RH_Default_PFCdPFCm_15,RH,Default,contra
771,7Networks_RH_Default_PFCdPFCm_16,RH,Default,contra
772,7Networks_RH_Default_PFCdPFCm_17,RH,Default,contra
773,7Networks_RH_Default_PFCdPFCm_18,RH,Default,contra
774,7Networks_RH_Default_PFCdPFCm_19,RH,Default,contra
775,7Networks_RH_Default_PFCdPFCm_20,RH,Default,contra
776,7Networks_RH_Default_PFCdPFCm_21,RH,Default,contra
777,7Networks_RH_Default_PFCdPFCm_22,RH,Default,contra
778,7Networks_RH_Default_PFCdPFCm_23,RH,Default,contra
779,7Networks_RH_Default_PFCdPFCm_24,RH,Default,contra
780,7Networks_RH_Default_pCunPCC_1,RH,Default,contra
781,7Networks_RH_Default_pCunPCC_2,RH,Default,contra
782,7Networks_RH_Default_pCunPCC_3,RH,Default,contra
783,7Networks_RH_Default_pCunPCC_4,RH,Default,contra
784,7Networks_RH_Default_pCunPCC_5,RH,Default,contra
785,7Networks_RH_Default_pCunPCC_6,RH,Default,contra
786,7Networks_RH_Default_pCunPCC_7,RH,Default,contra
787,7Networks_RH_Default_pCunPCC_8,RH,Default,contra
788,7Networks_RH_Default_pCunPCC_9,RH,Default,contra
789,7Networks_RH_Default_pCunPCC_10,RH,Default,contra
790,7Networks_RH_Default_pCunPCC_11,RH,Default,contra
791,7Networks_RH_Default_pCunPCC_12,RH,Default,contra
792,7Networks_RH_Default_pCunPCC_13,RH,Default,contra
793,7Networks_RH_Default_pCunPCC_14,RH,Default,contra
794,7Networks_RH_Default_pCunPCC_15,RH,Default,contra
795,7Networks_RH_Default_pCunPCC_16,RH,Default,contra
796,7Networks_RH_Default_pCunPCC_17,RH,Default,contra
797,7Networks_RH_Default_pCunPCC_18,RH,Default,contra
798,7Networks_RH_Default_pCunPCC_19,RH,Default,contra
799,7Networks_RH_Default_pCunPCC_20,RH,Default,contra
800,7Networks_RH_Cont_pCun_3,RH,Cont,contra
801,HIP-head-m-rh,,,
802,HIP-head-l-rh,,,
803,HIP-body-rh,,,
804,HIP-tail-rh,,,
805,THA-VPm-rh,,,
806,THA-VPl-rh,,,
807,THA-VAi-rh,,,
808,THA-VAs-rh,,,
809,THA-DAm-rh,,,
810,THA-DAl-rh,,,
811,PUT-VA-rh,,,
812,PUT-DA-rh,,,
813,PUT-VP-rh,,,
814,PUT-DP-rh,,,
815,CAU-VA-rh,,,
816,CAU-DA-rh,,,
817,CAU-body-rh,,,
818,CAU-tail-rh,,,
819,lAMY-rh,,,
820,mAMY-rh,,,
821,THA-DP-rh,,,
822,NAc-shell-rh,,,
823,NAc-core-rh,,,
824,pGP-rh,,,
825,aGP-rh,,,
826,HIP-head-m-lh,,,
827,HIP-head-l-lh,,,
828,HIP-body-lh,,,
829,HIP-tail-lh,,,
830,THA-VPm-lh,,,
831,THA-VPl-lh,,,
832,THA-VAi-lh,,,
833,THA-VAs-lh,,,
834,THA-DAm-lh,,,
835,THA-DAl-lh,,,
836,PUT-VA-lh,,,
837,PUT-DA-lh,,,
838,PUT-VP-lh,,,
839,PUT-DP-lh,,,
840,CAU-VA-lh,,,
841,CAU-DA-lh,,,
842,CAU-body-lh,,,
843,CAU-tail-lh,,,
844,lAMY-lh,,,
845,mAMY-lh,,,
846,THA-DP-lh,,,
847,NAc-shell-lh,,,
848,NAc-core-lh,,,
849,pGP-lh,,,
850,aGP-lh,,,
