rank,roi_index,roi_id,is_controller,node_energy
1,421,421,True,8.470621516613779
2,430,430,True,2.9019350033403897
3,412,412,True,2.622914324451318
4,422,422,True,2.58734306002721
5,117,117,True,2.2048198865231288
6,295,295,True,1.3675392754769842
7,172,172,True,1.2367029207055742
8,723,723,True,1.0705194542008973
9,130,130,True,1.0129232708153464
10,389,389,True,0.8134228136110437
11,259,259,True,0.8089837460976228
12,260,260,True,0.7851788618339328
13,406,406,True,0.7082939751187398
14,657,657,True,0.58723887136785
15,325,325,True,0.5516026718959911
16,155,155,True,0.4980557462104071
17,294,294,True,0.44238735019547226
18,162,162,True,0.441521214457398
19,740,740,True,0.4101648829921618
20,450,450,False,0.32705172317363274
21,446,446,True,0.3232895524296182
22,106,106,True,0.32245975932650933
23,809,809,True,0.2395135497120564
24,499,499,True,0.2265536827658985
25,688,688,True,0.22201088238963762
26,798,798,True,0.2195869224771094
27,441,441,True,0.21888131378503062
28,60,60,True,0.1855368640023849
29,330,330,True,0.15999819669006402
30,762,762,True,0.14836046439169448
31,686,686,True,0.13929326488190308
32,397,397,True,0.1385415493698997
33,763,763,True,0.10825237073877757
34,50,50,True,0.107078350708567
35,144,144,True,0.10581425457277897
36,175,175,True,0.10260280809492807
37,174,174,True,0.09946778017009494
38,687,687,True,0.09871580642943426
39,805,805,True,0.09160378494437534
40,491,491,True,0.07843947889219897
41,320,320,True,0.07255239039889032
42,399,399,True,0.06853115173984765
43,148,148,True,0.057495227834409725
44,664,664,True,0.055047696742126326
45,417,417,False,0.05360757598387617
46,469,469,True,0.0526111699049
47,495,495,True,0.05169522576702388
48,247,247,False,0.047760182736219625
49,790,790,True,0.04545021406633497
50,435,435,False,0.041177826798184394
51,467,467,False,0.040832644871663194
52,835,835,False,0.037149102542842205
53,806,806,False,0.03619960636266192
54,833,833,False,0.03510252512978822
55,440,440,False,0.034363175856038194
56,457,457,False,0.03302257607374965
57,801,801,True,0.03178502708599729
58,807,807,False,0.030602425469648496
59,829,829,False,0.030424027527482626
60,150,150,True,0.030099758250858276
61,418,418,False,0.027874756885760306
62,432,432,False,0.02608637214243218
63,825,825,False,0.02322843159521005
64,413,413,False,0.021275615127049168
65,846,846,False,0.020788003583558527
66,458,458,False,0.02071578318749822
67,837,837,False,0.018029672363665115
68,640,640,False,0.017979515633262645
69,843,843,False,0.017266235804729427
70,753,753,False,0.01719869850791366
71,845,845,False,0.017191653939126313
72,186,186,False,0.017057275329934042
73,466,466,False,0.016179863510950448
74,461,461,False,0.016137950146617355
75,820,820,False,0.016123500600442004
76,20,20,False,0.01600056846450438
77,438,438,False,0.014166356593256163
78,426,426,False,0.014045980842584141
79,305,305,False,0.014043283620491075
80,847,847,False,0.013459365702452188
81,439,439,False,0.013211616945395945
82,242,242,False,0.012672280222556544
83,819,819,False,0.012304225550527074
84,4,4,False,0.012210174325495456
85,248,248,False,0.012198278451437962
86,246,246,False,0.011988823615522833
87,416,416,False,0.011827331402350441
88,323,323,False,0.011711780351150284
89,119,119,False,0.01155920031824232
90,309,309,False,0.011355867175367695
91,331,331,False,0.010715556752129395
92,49,49,False,0.010350387182475693
93,428,428,False,0.010292657971639866
94,836,836,False,0.010047775332245379
95,841,841,False,0.009804774849743323
96,405,405,False,0.009661687439584775
97,304,304,False,0.009305921428836076
98,12,12,False,0.00913660034435012
99,463,463,False,0.009129857354082564
100,538,538,False,0.008961821310647374
