roi_id,roi_name,mni_x,mni_y,mni_z,hemi,network
327,7Networks_LH_Default_Par_8,75.055046,36.610092,50.853211,LH,Default
328,7Networks_LH_Default_Par_9,68.261468,31.752294,52.655963,LH,Default
329,7Networks_LH_Default_Par_10,71.282759,33.737931,53.386207,LH,Default
330,7Networks_LH_Default_Par_11,64.107143,25.678571,57.833333,LH,Default
331,7Networks_LH_Default_Par_12,67.510549,30.303797,59.510549,LH,Default
332,7Networks_LH_Default_Par_13,70.235294,34.27451,59.869281,LH,Default
333,7Networks_LH_Default_PFC_1,63.035242,74.444934,28.515419,LH,Default
334,7Networks_LH_Default_PFC_2,62.808743,81.147541,29.765027,LH,Default
335,7Networks_LH_Default_PFC_3,64.103846,88.423077,29.407692,LH,Default
336,7Networks_LH_Default_PFC_4,47.43038,90.248101,30.825316,LH,Default
337,7Networks_LH_Default_PFC_5,47.931264,80.203991,31.756098,LH,Default
338,7Networks_LH_Default_PFC_6,68.230032,79.140575,30.840256,LH,Default
339,7Networks_LH_Default_PFC_7,59.012,92.032,35.288,LH,Default
340,7Networks_LH_Default_PFC_8,66.179245,76.386792,37.330189,LH,Default
341,7Networks_LH_Default_PFC_9,70.092166,79.211982,35.170507,LH,Default
342,7Networks_LH_Default_PFC_10,48.948718,96.903846,37.314103,LH,Default
343,7Networks_LH_Default_PFC_11,48.54321,92.0,38.95679,LH,Default
344,7Networks_LH_Default_PFC_12,48.028078,85.298056,38.568035,LH,Default
345,7Networks_LH_Default_PFC_13,70.932347,73.141649,40.361522,LH,Default
346,7Networks_LH_Default_PFC_14,54.890323,95.687097,40.216129,LH,Default
347,7Networks_LH_Default_PFC_15,46.16129,80.516129,41.370968,LH,Default
348,7Networks_LH_Default_PFC_16,47.301282,93.266026,45.88141,LH,Default
349,7Networks_LH_Default_PFC_17,48.25,87.177966,45.516949,LH,Default
350,7Networks_LH_Default_PFC_18,56.630841,91.425234,46.261682,LH,Default
351,7Networks_LH_Default_PFC_19,46.354839,76.645161,45.021505,LH,Default
352,7Networks_LH_Default_PFC_20,52.539286,93.378571,48.392857,LH,Default
353,7Networks_LH_Default_PFC_21,48.62069,81.125,46.978448,LH,Default
354,7Networks_LH_Default_PFC_22,55.751412,86.870056,52.107345,LH,Default
355,7Networks_LH_Default_PFC_23,47.315217,90.391304,55.130435,LH,Default
356,7Networks_LH_Default_PFC_24,46.690402,83.885449,53.30031,LH,Default
357,7Networks_LH_Default_PFC_25,52.190299,88.208955,56.08209,LH,Default
358,7Networks_LH_Default_PFC_26,55.14,82.72,56.74,LH,Default
359,7Networks_LH_Default_PFC_27,58.825688,77.706422,59.706422,LH,Default
360,7Networks_LH_Default_PFC_28,64.719101,74.992509,58.951311,LH,Default
361,7Networks_LH_Default_PFC_29,67.828571,69.337143,56.417143,LH,Default
362,7Networks_LH_Default_PFC_30,56.483221,75.604027,56.644295,LH,Default
363,7Networks_LH_Default_PFC_31,50.558333,84.008333,61.533333,LH,Default
364,7Networks_LH_Default_PFC_32,46.825503,82.322148,61.946309,LH,Default
365,7Networks_LH_Default_PFC_33,65.58427,66.505618,60.314607,LH,Default
366,7Networks_LH_Default_PFC_34,64.045643,69.804979,63.954357,LH,Default
367,7Networks_LH_Default_PFC_35,55.05802,78.559727,61.614334,LH,Default
368,7Networks_LH_Default_PFC_36,59.47343,71.222222,63.516908,LH,Default
369,7Networks_LH_Default_PFC_37,56.328767,70.945205,61.773973,LH,Default
370,7Networks_LH_Default_PFC_38,51.05618,76.277154,65.872659,LH,Default
371,7Networks_LH_Default_PFC_39,47.156627,72.590361,66.759036,LH,Default
372,7Networks_LH_Default_PFC_40,50.900552,68.745856,69.375691,LH,Default
373,7Networks_LH_Default_pCunPCC_1,49.888,36.32,39.936,LH,Default
374,7Networks_LH_Default_pCunPCC_2,47.94,39.5,42.92,LH,Default
375,7Networks_LH_Default_pCunPCC_3,50.22069,33.689655,44.137931,LH,Default
376,7Networks_LH_Default_pCunPCC_4,47.222222,36.598291,44.65812,LH,Default
377,7Networks_LH_Default_pCunPCC_5,48.086957,41.217391,47.043478,LH,Default
378,7Networks_LH_Default_pCunPCC_6,46.619565,31.923913,47.119565,LH,Default
379,7Networks_LH_Default_pCunPCC_7,50.512821,30.076923,48.461538,LH,Default
380,7Networks_LH_Default_pCunPCC_8,47.604651,37.360465,48.476744,LH,Default
381,7Networks_LH_Default_pCunPCC_9,46.202899,40.985507,50.376812,LH,Default
382,7Networks_LH_Default_pCunPCC_10,50.969697,28.5,51.022727,LH,Default
383,7Networks_LH_Default_pCunPCC_11,47.626667,33.813333,50.04,LH,Default
384,7Networks_LH_Default_pCunPCC_12,46.642857,45.25,50.428571,LH,Default
385,7Networks_LH_Default_pCunPCC_13,46.969697,29.525253,51.050505,LH,Default
386,7Networks_LH_Default_pCunPCC_14,50.543478,38.608696,51.26087,LH,Default
387,7Networks_LH_Default_pCunPCC_15,47.721649,43.402062,52.927835,LH,Default
388,7Networks_LH_Default_pCunPCC_16,46.916667,47.816667,53.233333,LH,Default
389,7Networks_LH_Default_pCunPCC_17,46.184971,55.104046,54.0,LH,Default
390,7Networks_LH_Default_pCunPCC_18,48.084112,34.205607,53.327103,LH,Default
391,7Networks_LH_Default_pCunPCC_19,49.04717,41.556604,54.981132,LH,Default
392,7Networks_LH_Default_pCunPCC_20,46.511364,29.738636,54.875,LH,Default
393,7Networks_LH_Default_pCunPCC_21,46.789474,50.210526,56.0,LH,Default
394,7Networks_LH_Default_pCunPCC_22,47.213483,45.741573,57.11236,LH,Default
395,7Networks_LH_Default_pCunPCC_23,49.75,37.548387,55.620968,LH,Default
396,7Networks_LH_Default_pCunPCC_24,47.603175,41.793651,58.539683,LH,Default
397,7Networks_LH_Default_pCunPCC_25,47.409091,33.727273,57.477273,LH,Default
398,7Networks_LH_Default_pCunPCC_26,48.083333,37.916667,59.44697,LH,Default
399,7Networks_LH_Default_pCunPCC_27,47.5,34.0625,60.671875,LH,Default
400,7Networks_LH_Default_PHC_1,54.622222,50.022222,25.733333,LH,Default
401,7Networks_RH_Vis_1,28.908654,46.596154,24.019231,RH,Vis
402,7Networks_RH_Vis_2,28.412587,51.181818,24.090909,RH,Vis
403,7Networks_RH_Vis_3,27.427602,38.588235,26.5181,RH,Vis
404,7Networks_RH_Vis_4,30.12987,40.649351,29.766234,RH,Vis
405,7Networks_RH_Vis_5,29.528497,45.590674,28.725389,RH,Vis
406,7Networks_RH_Vis_6,21.905941,34.212871,27.316832,RH,Vis
407,7Networks_RH_Vis_7,27.163399,30.078431,28.372549,RH,Vis
408,7Networks_RH_Vis_8,30.753846,30.74359,30.758974,RH,Vis
409,7Networks_RH_Vis_9,34.230088,46.716814,28.548673,RH,Vis
410,7Networks_RH_Vis_10,26.484305,24.304933,28.242152,RH,Vis
411,7Networks_RH_Vis_11,32.206897,23.600985,30.098522,RH,Vis
412,7Networks_RH_Vis_12,32.572519,33.931298,32.022901,RH,Vis
413,7Networks_RH_Vis_13,33.931624,39.521368,31.717949,RH,Vis
414,7Networks_RH_Vis_14,21.211864,27.199153,29.165254,RH,Vis
415,7Networks_RH_Vis_15,35.916667,26.0625,31.375,RH,Vis
416,7Networks_RH_Vis_16,35.226667,18.742222,29.942222,RH,Vis
417,7Networks_RH_Vis_17,38.824742,22.14433,29.123711,RH,Vis
418,7Networks_RH_Vis_18,26.803419,19.051282,28.034188,RH,Vis
419,7Networks_RH_Vis_19,36.636364,44.818182,30.257576,RH,Vis
420,7Networks_RH_Vis_20,37.984848,39.454545,32.318182,RH,Vis
421,7Networks_RH_Vis_21,38.18107,32.670782,33.91358,RH,Vis
422,7Networks_RH_Vis_22,40.737643,27.072243,34.011407,RH,Vis
423,7Networks_RH_Vis_23,37.696429,15.053571,29.803571,RH,Vis
424,7Networks_RH_Vis_24,20.654255,25.074468,32.5,RH,Vis
425,7Networks_RH_Vis_25,41.567961,18.058252,31.004854,RH,Vis
426,7Networks_RH_Vis_26,33.57672,13.798942,30.412698,RH,Vis
427,7Networks_RH_Vis_27,38.244186,35.430233,36.872093,RH,Vis
428,7Networks_RH_Vis_28,27.283721,17.348837,32.906977,RH,Vis
429,7Networks_RH_Vis_29,35.964103,40.789744,34.65641,RH,Vis
430,7Networks_RH_Vis_30,42.978102,23.948905,35.583942,RH,Vis
431,7Networks_RH_Vis_31,22.016393,30.628415,36.191257,RH,Vis
432,7Networks_RH_Vis_32,40.934426,30.844262,39.327869,RH,Vis
433,7Networks_RH_Vis_33,22.95,20.8875,35.3125,RH,Vis
434,7Networks_RH_Vis_34,38.197183,41.0,37.394366,RH,Vis
435,7Networks_RH_Vis_35,39.513308,14.81749,36.532319,RH,Vis
436,7Networks_RH_Vis_36,19.48503,27.622754,37.862275,RH,Vis
437,7Networks_RH_Vis_37,41.041176,20.176471,37.6,RH,Vis
438,7Networks_RH_Vis_38,32.244792,13.697917,37.171875,RH,Vis
439,7Networks_RH_Vis_39,37.825581,11.337209,37.837209,RH,Vis
440,7Networks_RH_Vis_40,39.994792,25.286458,40.395833,RH,Vis
441,7Networks_RH_Vis_41,33.450495,34.09901,38.59901,RH,Vis
442,7Networks_RH_Vis_42,36.255814,28.976744,39.767442,RH,Vis
443,7Networks_RH_Vis_43,28.164062,18.597656,38.199219,RH,Vis
444,7Networks_RH_Vis_44,42.398058,21.116505,41.747573,RH,Vis
445,7Networks_RH_Vis_45,35.737903,14.100806,43.322581,RH,Vis
446,7Networks_RH_Vis_46,34.565789,33.368421,41.447368,RH,Vis
447,7Networks_RH_Vis_47,20.951807,29.46988,43.168675,RH,Vis
448,7Networks_RH_Vis_48,39.966942,28.644628,42.669421,RH,Vis
449,7Networks_RH_Vis_49,23.034,23.8,40.976,RH,Vis
450,7Networks_RH_Vis_50,41.639752,16.695652,44.204969,RH,Vis
451,7Networks_RH_Vis_51,35.55,31.51,44.18,RH,Vis
452,7Networks_RH_Vis_52,30.597561,18.686992,44.784553,RH,Vis
453,7Networks_RH_Vis_53,42.495652,23.904348,48.013043,RH,Vis
454,7Networks_RH_Vis_54,27.533333,20.766667,44.244444,RH,Vis
455,7Networks_RH_Vis_55,37.048632,17.480243,48.079027,RH,Vis
456,7Networks_RH_Vis_56,38.563636,28.45,46.709091,RH,Vis
457,7Networks_RH_Vis_57,41.337748,19.708609,52.748344,RH,Vis
458,7Networks_RH_Vis_58,35.666667,31.262626,49.373737,RH,Vis
459,7Networks_RH_Vis_59,25.746269,23.216418,50.201493,RH,Vis
460,7Networks_RH_Vis_60,28.096296,23.925926,47.333333,RH,Vis
461,7Networks_RH_Vis_61,38.339286,24.315476,51.934524,RH,Vis
462,7Networks_RH_Vis_62,31.292237,21.657534,49.707763,RH,Vis
463,7Networks_RH_Vis_63,35.375,27.477273,53.022727,RH,Vis
464,7Networks_RH_Vis_64,34.682464,19.507109,54.582938,RH,Vis
465,7Networks_RH_Vis_65,36.993789,22.267081,56.658385,RH,Vis
466,7Networks_RH_Vis_66,30.658654,24.466346,56.355769,RH,Vis
467,7Networks_RH_Vis_67,34.176471,22.568627,60.215686,RH,Vis
468,7Networks_RH_SomMot_1,18.047319,65.391167,33.504732,RH,SomMot
469,7Networks_RH_SomMot_2,14.701613,61.524194,33.056452,RH,SomMot
470,7Networks_RH_SomMot_3,21.589474,59.084211,32.715789,RH,SomMot
471,7Networks_RH_SomMot_4,16.158333,56.566667,33.833333,RH,SomMot
472,7Networks_RH_SomMot_5,18.147287,51.565891,35.705426,RH,SomMot
473,7Networks_RH_SomMot_6,12.014925,55.164179,36.029851,RH,SomMot
474,7Networks_RH_SomMot_7,16.94152,57.622807,37.947368,RH,SomMot
475,7Networks_RH_SomMot_8,24.162162,53.189189,37.216216,RH,SomMot
476,7Networks_RH_SomMot_9,12.184,50.648,37.296,RH,SomMot
477,7Networks_RH_SomMot_10,16.513761,47.201835,38.394495,RH,SomMot
478,7Networks_RH_SomMot_11,26.415584,58.194805,42.311688,RH,SomMot
479,7Networks_RH_SomMot_12,24.307692,52.557692,41.365385,RH,SomMot
480,7Networks_RH_SomMot_13,27.613333,52.666667,41.96,RH,SomMot
481,7Networks_RH_SomMot_14,20.69863,52.164384,40.410959,RH,SomMot
482,7Networks_RH_SomMot_15,24.472222,63.666667,42.75,RH,SomMot
483,7Networks_RH_SomMot_16,14.614887,51.323625,41.300971,RH,SomMot
484,7Networks_RH_SomMot_17,26.410256,58.153846,44.794872,RH,SomMot
485,7Networks_RH_SomMot_18,12.45625,45.4625,41.59375,RH,SomMot
486,7Networks_RH_SomMot_19,27.404255,52.595745,45.446809,RH,SomMot
487,7Networks_RH_SomMot_20,23.425532,57.148936,44.617021,RH,SomMot
488,7Networks_RH_SomMot_21,23.812155,47.861878,44.049724,RH,SomMot
489,7Networks_RH_SomMot_22,19.827273,58.427273,42.036364,RH,SomMot
490,7Networks_RH_SomMot_23,24.579545,50.727273,46.034091,RH,SomMot
491,7Networks_RH_SomMot_24,14.941176,62.535294,41.470588,RH,SomMot
492,7Networks_RH_SomMot_25,20.728682,52.713178,44.976744,RH,SomMot
493,7Networks_RH_SomMot_26,20.770833,48.125,48.822917,RH,SomMot
494,7Networks_RH_SomMot_27,14.662791,57.023256,43.563953,RH,SomMot
495,7Networks_RH_SomMot_28,13.694737,62.284211,44.873684,RH,SomMot
496,7Networks_RH_SomMot_29,12.123596,59.94382,48.516854,RH,SomMot
497,7Networks_RH_SomMot_30,14.377193,64.885965,50.061404,RH,SomMot
498,7Networks_RH_SomMot_31,16.570312,60.359375,48.804688,RH,SomMot
499,7Networks_RH_SomMot_32,14.212766,59.170213,54.978723,RH,SomMot
500,7Networks_RH_SomMot_33,18.772549,60.305882,54.760784,RH,SomMot
501,7Networks_RH_SomMot_34,18.97479,57.428571,54.630252,RH,SomMot
502,7Networks_RH_SomMot_35,16.685714,55.438095,56.504762,RH,SomMot
503,7Networks_RH_SomMot_36,41.124378,61.81592,57.268657,RH,SomMot
504,7Networks_RH_SomMot_37,40.168675,55.891566,56.228916,RH,SomMot
505,7Networks_RH_SomMot_38,19.386861,56.569343,60.868613,RH,SomMot
506,7Networks_RH_SomMot_39,18.62037,53.212963,60.962963,RH,SomMot
507,7Networks_RH_SomMot_40,38.661765,53.0,57.352941,RH,SomMot
508,7Networks_RH_SomMot_41,25.234375,55.09375,56.453125,RH,SomMot
509,7Networks_RH_SomMot_42,40.164179,58.373134,59.328358,RH,SomMot
510,7Networks_RH_SomMot_43,22.207317,58.408537,61.27439,RH,SomMot
511,7Networks_RH_SomMot_44,20.683453,49.532374,63.884892,RH,SomMot
512,7Networks_RH_SomMot_45,21.133333,52.9,66.222222,RH,SomMot
513,7Networks_RH_SomMot_46,41.816568,62.857988,63.12426,RH,SomMot
514,7Networks_RH_SomMot_47,39.878378,49.202703,59.986486,RH,SomMot
515,7Networks_RH_SomMot_48,24.447059,52.764706,61.058824,RH,SomMot
516,7Networks_RH_SomMot_49,41.848958,55.78125,61.703125,RH,SomMot
517,7Networks_RH_SomMot_50,24.571429,54.706349,64.404762,RH,SomMot
518,7Networks_RH_SomMot_51,30.357143,44.666667,63.690476,RH,SomMot
519,7Networks_RH_SomMot_52,24.952,46.28,66.816,RH,SomMot
520,7Networks_RH_SomMot_53,41.04878,45.743902,62.536585,RH,SomMot
521,7Networks_RH_SomMot_54,28.871795,42.647436,68.442308,RH,SomMot
522,7Networks_RH_SomMot_55,27.101449,49.63285,66.144928,RH,SomMot
523,7Networks_RH_SomMot_56,25.72093,56.186047,69.27907,RH,SomMot
524,7Networks_RH_SomMot_57,42.741228,52.390351,65.355263,RH,SomMot
525,7Networks_RH_SomMot_58,30.675214,45.957265,68.615385,RH,SomMot
526,7Networks_RH_SomMot_59,29.164062,51.398438,66.710938,RH,SomMot
527,7Networks_RH_SomMot_60,31.022989,57.5,68.41954,RH,SomMot
528,7Networks_RH_SomMot_61,40.446667,42.72,68.28,RH,SomMot
529,7Networks_RH_SomMot_62,29.965517,53.954023,71.862069,RH,SomMot
530,7Networks_RH_SomMot_63,32.962264,42.283019,68.509434,RH,SomMot
531,7Networks_RH_SomMot_64,43.330357,47.491071,67.794643,RH,SomMot
532,7Networks_RH_SomMot_65,32.869919,48.861789,69.414634,RH,SomMot
533,7Networks_RH_SomMot_66,35.642512,60.52657,70.497585,RH,SomMot
534,7Networks_RH_SomMot_67,34.522936,50.908257,69.541284,RH,SomMot
535,7Networks_RH_SomMot_68,33.789474,46.252632,71.357895,RH,SomMot
536,7Networks_RH_SomMot_69,35.700535,56.13369,71.775401,RH,SomMot
537,7Networks_RH_SomMot_70,34.348837,41.639535,71.662791,RH,SomMot
538,7Networks_RH_SomMot_71,41.096257,54.652406,72.71123,RH,SomMot
539,7Networks_RH_SomMot_72,39.775701,43.420561,73.691589,RH,SomMot
540,7Networks_RH_SomMot_73,42.56962,47.177215,72.417722,RH,SomMot
541,7Networks_RH_SomMot_74,37.990476,47.27619,72.257143,RH,SomMot
542,7Networks_RH_SomMot_75,38.245098,49.931373,72.078431,RH,SomMot
543,7Networks_RH_SomMot_76,37.136364,46.363636,75.25,RH,SomMot
544,7Networks_RH_DorsAttn_Post_1,21.416667,45.935185,24.731481,RH,DorsAttn
545,7Networks_RH_DorsAttn_Post_2,20.6,41.257143,26.444444,RH,DorsAttn
546,7Networks_RH_DorsAttn_Post_3,19.907489,35.140969,29.246696,RH,DorsAttn
547,7Networks_RH_DorsAttn_Post_4,15.565421,36.023364,29.841121,RH,DorsAttn
548,7Networks_RH_DorsAttn_Post_5,20.080537,32.483221,33.04698,RH,DorsAttn
549,7Networks_RH_DorsAttn_Post_6,14.214286,38.035714,33.814286,RH,DorsAttn
550,7Networks_RH_DorsAttn_Post_7,17.52027,34.108108,35.283784,RH,DorsAttn
551,7Networks_RH_DorsAttn_Post_8,14.657343,35.293706,38.216783,RH,DorsAttn
552,7Networks_RH_DorsAttn_Post_9,20.194656,32.652672,40.583969,RH,DorsAttn
553,7Networks_RH_DorsAttn_Post_10,18.5,36.012048,42.493976,RH,DorsAttn
554,7Networks_RH_DorsAttn_Post_11,20.044118,33.345588,45.352941,RH,DorsAttn
555,7Networks_RH_DorsAttn_Post_12,23.464286,22.714286,46.702381,RH,DorsAttn
556,7Networks_RH_DorsAttn_Post_13,15.375,55.703125,52.171875,RH,DorsAttn
557,7Networks_RH_DorsAttn_Post_14,26.88,25.904,54.808,RH,DorsAttn
558,7Networks_RH_DorsAttn_Post_15,29.584541,29.613527,52.352657,RH,DorsAttn
559,7Networks_RH_DorsAttn_Post_16,16.562963,51.859259,58.0,RH,DorsAttn
560,7Networks_RH_DorsAttn_Post_17,18.803922,46.803922,61.960784,RH,DorsAttn
561,7Networks_RH_DorsAttn_Post_18,28.80226,28.740113,59.305085,RH,DorsAttn
562,7Networks_RH_DorsAttn_Post_19,21.318182,44.075758,61.666667,RH,DorsAttn
563,7Networks_RH_DorsAttn_Post_20,32.423729,30.491525,58.423729,RH,DorsAttn
564,7Networks_RH_DorsAttn_Post_21,20.043478,52.434783,55.304348,RH,DorsAttn
565,7Networks_RH_DorsAttn_Post_22,22.393013,48.471616,57.982533,RH,DorsAttn
566,7Networks_RH_DorsAttn_Post_23,24.88587,43.494565,60.125,RH,DorsAttn
567,7Networks_RH_DorsAttn_Post_24,37.041667,25.567708,62.088542,RH,DorsAttn
568,7Networks_RH_DorsAttn_Post_25,30.403141,31.633508,63.057592,RH,DorsAttn
569,7Networks_RH_DorsAttn_Post_26,27.589474,39.880702,59.585965,RH,DorsAttn
570,7Networks_RH_DorsAttn_Post_27,28.890244,36.054878,62.585366,RH,DorsAttn
571,7Networks_RH_DorsAttn_Post_28,27.603175,46.111111,59.714286,RH,DorsAttn
572,7Networks_RH_DorsAttn_Post_29,34.4,29.3,63.272414,RH,DorsAttn
573,7Networks_RH_DorsAttn_Post_30,26.133333,43.0,65.346667,RH,DorsAttn
574,7Networks_RH_DorsAttn_Post_31,41.323944,27.859155,63.140845,RH,DorsAttn
575,7Networks_RH_DorsAttn_Post_32,41.703297,36.543956,62.510989,RH,DorsAttn
576,7Networks_RH_DorsAttn_Post_33,26.643939,39.022727,66.378788,RH,DorsAttn
577,7Networks_RH_DorsAttn_Post_34,31.328302,34.8,66.633962,RH,DorsAttn
578,7Networks_RH_DorsAttn_Post_35,38.687943,28.48227,66.219858,RH,DorsAttn
579,7Networks_RH_DorsAttn_Post_36,41.027778,32.409722,65.326389,RH,DorsAttn
580,7Networks_RH_DorsAttn_Post_37,34.426471,31.0,68.573529,RH,DorsAttn
581,7Networks_RH_DorsAttn_Post_38,38.725352,33.591549,69.232394,RH,DorsAttn
582,7Networks_RH_DorsAttn_Post_39,41.247788,37.960177,68.424779,RH,DorsAttn
583,7Networks_RH_DorsAttn_Post_40,30.493151,39.047945,70.136986,RH,DorsAttn
584,7Networks_RH_DorsAttn_Post_41,34.728916,35.813253,70.415663,RH,DorsAttn
585,7Networks_RH_DorsAttn_Post_42,37.81203,39.015038,73.278195,RH,DorsAttn
586,7Networks_RH_DorsAttn_FEF_1,23.045045,61.846847,61.117117,RH,DorsAttn
587,7Networks_RH_DorsAttn_FEF_2,27.994286,62.097143,61.44,RH,DorsAttn
588,7Networks_RH_DorsAttn_FEF_3,31.862595,64.305344,62.480916,RH,DorsAttn
589,7Networks_RH_DorsAttn_FEF_4,26.277778,60.063492,65.84127,RH,DorsAttn
590,7Networks_RH_DorsAttn_FEF_5,31.472222,58.833333,61.9375,RH,DorsAttn
591,7Networks_RH_DorsAttn_FEF_6,32.275281,61.882022,66.988764,RH,DorsAttn
592,7Networks_RH_DorsAttn_PrCv_1,15.095238,67.488095,47.190476,RH,DorsAttn
593,7Networks_RH_DorsAttn_PrCv_2,23.884956,68.566372,47.964602,RH,DorsAttn
594,7Networks_RH_DorsAttn_PrCv_3,22.096154,65.956731,50.298077,RH,DorsAttn
595,7Networks_RH_DorsAttn_PrCv_4,17.555556,66.541667,53.645833,RH,DorsAttn
596,7Networks_RH_SalVentAttn_TempOccPar_1,15.835366,39.823171,40.47561,RH,SalVentAttn
597,7Networks_RH_SalVentAttn_TempOccPar_2,19.109827,42.757225,41.895954,RH,SalVentAttn
598,7Networks_RH_SalVentAttn_TempOccPar_3,16.861111,43.069444,45.833333,RH,SalVentAttn
599,7Networks_RH_SalVentAttn_TempOccPar_4,14.596859,47.141361,46.371728,RH,SalVentAttn
600,7Networks_RH_SalVentAttn_TempOccPar_5,12.954545,43.515152,45.651515,RH,SalVentAttn
601,7Networks_RH_SalVentAttn_TempOccPar_6,16.403941,51.704433,46.26601,RH,SalVentAttn
602,7Networks_RH_SalVentAttn_TempOccPar_7,13.329545,42.386364,49.011364,RH,SalVentAttn
603,7Networks_RH_SalVentAttn_TempOccPar_8,12.612245,47.459184,50.520408,RH,SalVentAttn
604,7Networks_RH_SalVentAttn_TempOccPar_9,16.85567,48.381443,52.030928,RH,SalVentAttn
605,7Networks_RH_SalVentAttn_TempOccPar_10,13.022556,55.789474,48.541353,RH,SalVentAttn
606,7Networks_RH_SalVentAttn_TempOccPar_11,12.813559,52.299435,51.627119,RH,SalVentAttn
607,7Networks_RH_SalVentAttn_TempOccPar_12,14.122449,44.469388,54.510204,RH,SalVentAttn
608,7Networks_RH_SalVentAttn_TempOccPar_13,13.440252,50.09434,56.842767,RH,SalVentAttn
609,7Networks_RH_SalVentAttn_PrC_1,18.70922,63.858156,58.553191,RH,SalVentAttn
610,7Networks_RH_SalVentAttn_FrOperIns_1,25.392857,65.520408,29.903061,RH,SalVentAttn
611,7Networks_RH_SalVentAttn_FrOperIns_2,24.694268,59.33758,32.573248,RH,SalVentAttn
612,7Networks_RH_SalVentAttn_FrOperIns_3,24.888446,67.50996,35.135458,RH,SalVentAttn
613,7Networks_RH_SalVentAttn_FrOperIns_4,27.595238,76.75,36.541667,RH,SalVentAttn
614,7Networks_RH_SalVentAttn_FrOperIns_5,25.335079,56.17801,37.397906,RH,SalVentAttn
615,7Networks_RH_SalVentAttn_FrOperIns_6,25.991228,63.245614,39.27193,RH,SalVentAttn
616,7Networks_RH_SalVentAttn_FrOperIns_7,28.55814,72.174419,40.046512,RH,SalVentAttn
617,7Networks_RH_SalVentAttn_FrOperIns_8,24.32,74.651429,38.862857,RH,SalVentAttn
618,7Networks_RH_SalVentAttn_FrOperIns_9,27.098592,66.943662,41.422535,RH,SalVentAttn
619,7Networks_RH_SalVentAttn_FrOperIns_10,23.28,69.456,38.328,RH,SalVentAttn
620,7Networks_RH_SalVentAttn_FrOperIns_11,20.257576,67.371212,36.174242,RH,SalVentAttn
621,7Networks_RH_SalVentAttn_FrOperIns_12,21.52381,62.219048,39.67619,RH,SalVentAttn
622,7Networks_RH_SalVentAttn_FrOperIns_13,16.245614,65.052632,38.850877,RH,SalVentAttn
623,7Networks_RH_SalVentAttn_FrOperIns_14,18.19883,68.25731,41.274854,RH,SalVentAttn
624,7Networks_RH_SalVentAttn_FrOperIns_15,18.007463,67.61194,45.283582,RH,SalVentAttn
625,7Networks_RH_SalVentAttn_PFCv_1,19.932773,83.571429,36.319328,RH,SalVentAttn
626,7Networks_RH_SalVentAttn_PFCl_1,30.986175,85.949309,51.24424,RH,SalVentAttn
627,7Networks_RH_SalVentAttn_Med_1,41.303116,74.583569,51.912181,RH,SalVentAttn
628,7Networks_RH_SalVentAttn_Med_2,42.185393,67.865169,53.455056,RH,SalVentAttn
629,7Networks_RH_SalVentAttn_Med_3,42.914894,61.106383,53.744681,RH,SalVentAttn
630,7Networks_RH_SalVentAttn_Med_4,40.582418,49.197802,56.340659,RH,SalVentAttn
631,7Networks_RH_SalVentAttn_Med_5,40.803636,68.396364,58.389091,RH,SalVentAttn
632,7Networks_RH_SalVentAttn_Med_6,39.655914,44.430108,57.956989,RH,SalVentAttn
633,7Networks_RH_SalVentAttn_Med_7,37.630769,48.8,56.076923,RH,SalVentAttn
634,7Networks_RH_SalVentAttn_Med_8,41.875,70.097222,62.263889,RH,SalVentAttn
635,7Networks_RH_SalVentAttn_Med_9,40.323308,41.684211,61.323308,RH,SalVentAttn
636,7Networks_RH_SalVentAttn_Med_10,37.177778,45.222222,59.8,RH,SalVentAttn
637,7Networks_RH_SalVentAttn_Med_11,42.455446,68.148515,65.90099,RH,SalVentAttn
638,7Networks_RH_SalVentAttn_Med_12,38.193548,43.354839,63.741935,RH,SalVentAttn
639,7Networks_RH_SalVentAttn_Med_13,39.368421,40.394737,65.605263,RH,SalVentAttn
640,7Networks_RH_SalVentAttn_Med_14,41.658273,62.679856,69.057554,RH,SalVentAttn
641,7Networks_RH_SalVentAttn_Med_15,37.269231,66.330769,70.623077,RH,SalVentAttn
642,7Networks_RH_SalVentAttn_Med_16,39.37931,60.586207,72.275862,RH,SalVentAttn
643,7Networks_RH_Limbic_OFC_1,35.011905,69.64881,25.041667,RH,Limbic
644,7Networks_RH_Limbic_OFC_2,37.465116,76.937984,24.124031,RH,Limbic
645,7Networks_RH_Limbic_OFC_3,38.395062,71.962963,27.802469,RH,Limbic
646,7Networks_RH_Limbic_OFC_4,40.14094,79.006711,25.315436,RH,Limbic
647,7Networks_RH_Limbic_OFC_5,33.144144,77.072072,26.77027,RH,Limbic
648,7Networks_RH_Limbic_OFC_6,40.384868,88.365132,24.75,RH,Limbic
649,7Networks_RH_Limbic_OFC_7,42.55814,72.868217,25.976744,RH,Limbic
650,7Networks_RH_Limbic_OFC_8,43.361905,83.447619,23.609524,RH,Limbic
651,7Networks_RH_Limbic_OFC_9,42.78125,74.0625,30.015625,RH,Limbic
652,7Networks_RH_Limbic_OFC_10,40.816143,95.192825,29.147982,RH,Limbic
653,7Networks_RH_Limbic_TempPole_1,30.839109,64.133663,13.945545,RH,Limbic
654,7Networks_RH_Limbic_TempPole_2,27.852679,68.834821,15.834821,RH,Limbic
