x,y,z
40.936004882441104,53.350636342790004,18.058749039700327
42.73518143108235,52.39708261052059,20.96304874988145
42.95665132944561,51.31003936633401,23.62616704404774
44.47814764413849,50.2867210410709,26.201193702722634
47.05762630219305,49.06568646023138,28.428519857869855
47.523120698447904,48.23986716877208,31.35157375730521
49.824569767776346,47.0566954212242,33.729674735839076
51.424292340261104,45.828461795411876,36.616370762506946
52.97075756739352,44.59719394067472,39.01378941337077
54.20238884327982,43.662597070871634,41.28379567791403
55.136543546683264,43.12262387713878,44.22768726237802
57.111097703729996,41.801202235466235,46.375219988487856
58.18168701985615,41.07739576372533,49.378115210070646
59.70341245173856,40.05402915470568,51.953965616777865
61.22666007416552,39.03054189142653,54.52849526465321
62.75013681378207,38.0070063443908,57.10384866056089
64.27163312847495,36.98368801912766,59.67887531923579
65.79510986809146,35.96015247209197,62.254228715143434
49.82110249659775,29.852622033895514,20.35055173354435
50.82774554898614,28.66208630761419,23.118628644836758
52.19863486155779,26.776848150951494,25.556820041876794
53.17787372719835,25.07888547291685,27.889675036425217
54.19760198059045,23.31471668102726,30.818136758334305
55.362796407798164,21.24826990349986,33.4943341493648
56.444172934993304,19.749803596635996,35.95114216733271
57.567458412194725,17.967347054440356,38.517644871831884
58.13368328342604,16.72235373835789,41.40680824238435
59.814199785461064,14.404059728934483,43.65069817394029
61.06671182134607,12.981139677922194,46.56379569579118
62.36253011479805,10.85790441892962,48.63676979857568
63.18382709987584,9.056738386104112,51.34938253940554
64.81250480230688,7.408700974565266,53.97639058548243
65.43039805427864,5.491825301712889,56.48238794840394
33.584592164635374,30.244787935245668,26.72892939290102
36.35202334880251,30.194600364605837,28.971717012094704
38.98237916000808,28.665962587366256,31.240757426004176
41.32605635058792,27.968524483087265,33.11831712900092
44.112887512146095,27.83354829636276,35.54571573149188
47.02817322087803,26.5305635577229,37.908096922315416
49.31860654290147,25.816800979742077,39.85915943653879
51.87375167548974,25.472496228119645,42.11971445088905
54.92591348922079,24.060439298315593,44.402909813801756
57.51353309240089,23.07380433950064,46.35058124438515
60.16463408159245,22.421584322075223,48.67056440313578
62.73585306582991,22.017037482103277,51.243627293798724
64.80737730868171,21.536964058844585,53.07696894205816
67.18196063015401,20.13948898649785,54.76334148597226
70.25302045462558,19.640413844753493,56.923856204030955
24.36900699575792,53.63474526507317,32.24076706772686
23.898061831153218,54.3001176207705,35.621195431120746
24.70635237293578,52.66862388712787,38.539676913370506
23.988910645814556,53.183685305766666,41.701189968598975
24.824536424921938,51.92016784724088,44.65144335155752
24.807622686203604,51.66260648494582,48.14974207397984
24.846753527406946,51.32109126318614,50.892139865273805
24.172189164007992,50.949025978857456,53.86063413964587
25.001826824304825,50.38594035308163,57.12337102477664
24.263267095858954,49.83254538009706,59.94145242515641
25.966853809927134,87.61047698323938,37.52710013956967
29.056093673848657,87.08286387133174,39.58651320943546
33.680668350994644,86.15631621734897,41.12517090461808
37.58007107557361,85.4526102986737,42.817158622704675
41.38217548112761,84.79283596466792,44.480914110069634
44.96609778608968,84.13244123125017,46.04862473394263
48.351638441513366,83.51384085690381,47.62944773298133
51.93249534148425,82.90360267883335,49.236563072552904
55.43738649231997,82.38445184233714,50.814057373572446
58.74102403204199,82.2818619079774,52.704314484411526
75.99212357595306,26.908947999501045,26.87124767008961
77.5669455724643,26.758104561837023,29.62681157446429
78.86734235443078,27.550958404800756,32.372460162792215
79.90882272061432,28.811744027438465,35.17659740255522
81.42881308967287,29.688307631135604,38.26404112416286
82.79574731801662,30.241946548667915,40.740340402273276
84.26837683203183,31.011973680611614,43.70383765622962
85.53110495890249,31.770162649602835,46.30836032187098
87.03706602176968,32.44363535505671,49.415401486836316
87.95746113800516,33.100540396530356,51.59460771554212
78.20115215839357,9.11983608023041,32.57071353824692
77.87592745898914,8.33567992145345,35.887968861718726
79.32564508326479,8.12026966007549,38.26500450808899
79.68267036597922,7.978145099665197,41.59572808707058
80.86132464109346,7.249613303739597,44.039448106868505
81.48766196523528,7.620779215892972,47.30398432322198
82.39114797732503,7.441987663120574,50.15827580991403
83.29440487222524,7.263244394104694,53.011743548573826
