type,contact_index,contact_label,roi_id,roi_rank,distance
bipolar,16,B*1-B*2,417,2,10.028627671980114
bipolar,16,B*1-B*2,415,3,10.081368431577333
bipolar,17,B*2-B*3,421,1,6.697685360945287
bipolar,17,B*2-B*3,422,2,6.997311995689211
bipolar,17,B*2-B*3,415,3,8.05811605358445
bipolar,18,B*3-B*4,422,1,4.181024428081396
bipolar,18,B*3-B*4,421,2,5.021816423022547
bipolar,18,B*3-B*4,430,3,6.927883241865093
bipolar,19,B*4-B*5,422,1,2.8460074445338375
bipolar,19,B*4-B*5,430,2,4.122448156828262
bipolar,19,B*4-B*5,25,3,4.5286757414322265
bipolar,20,B*5-B*6,430,1,3.2328878286731544
bipolar,20,B*5-B*6,25,2,3.5611681596864737
bipolar,20,B*5-B*6,432,3,3.707426400701543
bipolar,21,B*6-B*7,50,1,2.932424488487794
bipolar,21,B*6-B*7,44,2,4.071838349293627
bipolar,21,B*6-B*7,53,3,4.15082954444813
bipolar,22,B*7-B*8,50,1,3.1889018017358635
bipolar,22,B*7-B*8,453,2,3.3553030182677763
bipolar,22,B*7-B*8,54,3,3.505616943373905
bipolar,23,B*8-B*9,60,1,3.2666596569547517
bipolar,23,B*8-B*9,54,2,3.558854985792736
bipolar,23,B*8-B*9,453,3,3.7233729476408093
bipolar,24,B*9-B*10,294,1,3.569566852775194
bipolar,24,B*9-B*10,62,2,4.053166987576271
bipolar,24,B*9-B*10,65,3,4.575141580230521
bipolar,25,B*10-B*11,295,1,2.016338590346566
bipolar,25,B*10-B*11,65,2,3.7974978464977927
bipolar,25,B*10-B*11,62,3,4.578024771910615
bipolar,26,B*11-B*12,295,1,3.0031373134626405
bipolar,26,B*11-B*12,67,2,3.3527891019641793
bipolar,26,B*11-B*12,162,3,4.180153085754208
bipolar,27,B*12-B*13,162,1,4.180481946841617
bipolar,27,B*12-B*13,67,2,4.618155503316872
bipolar,27,B*12-B*13,295,3,6.20181561536229
bipolar,28,B*13-B*14,162,1,6.296310499564931
bipolar,28,B*13-B*14,67,2,7.493487492351366
bipolar,28,B*13-B*14,169,3,8.749405260123567
bipolar,29,B*14-B*15,162,1,9.328344227550824
bipolar,29,B*14-B*15,173,2,10.396657321387144
bipolar,29,B*14-B*15,169,3,10.489025594351173
bipolar,30,D*1-D*2,406,1,1.2178618932615708
bipolar,30,D*1-D*2,546,2,2.89242795398056
bipolar,30,D*1-D*2,403,3,6.089868889959218
bipolar,31,D*2-D*3,406,1,4.567226563765078
bipolar,31,D*2-D*3,407,2,5.187678485927013
bipolar,31,D*2-D*3,408,3,5.4088199708699225
bipolar,32,D*3-D*4,412,1,4.584382464405724
bipolar,32,D*3-D*4,408,2,4.615586972561079
bipolar,32,D*3-D*4,441,3,6.2719059318572565
bipolar,33,D*4-D*5,441,1,2.954847582895872
bipolar,33,D*4-D*5,412,2,4.937006940398813
bipolar,33,D*4-D*5,446,3,5.3285383611857835
bipolar,34,D*5-D*6,446,1,2.0099648754953994
bipolar,34,D*5-D*6,441,2,2.028277432567852
bipolar,34,D*5-D*6,451,3,4.087826715379849
bipolar,35,D*6-D*7,783,1,1.869040136455668
bipolar,35,D*6-D*7,451,2,2.613143725930697
bipolar,35,D*6-D*7,446,3,2.966352950756886
bipolar,36,D*7-D*8,783,1,1.9882276899237767
bipolar,36,D*7-D*8,458,2,3.445469452629756
bipolar,36,D*7-D*8,790,3,3.60668207073381
bipolar,37,D*8-D*9,790,1,2.1333015369066386
bipolar,37,D*8-D*9,796,2,2.2470884588836104
bipolar,37,D*8-D*9,791,3,3.645504891285026
bipolar,38,D*9-D*10,798,1,2.550819253244295
bipolar,38,D*9-D*10,796,2,2.6429683935648396
bipolar,38,D*9-D*10,392,3,3.8820619355690433
bipolar,39,D*10-D*11,397,1,1.1646451522843149
bipolar,39,D*10-D*11,296,2,3.1995782219354503
bipolar,39,D*10-D*11,399,3,3.257940163017114
bipolar,40,D*11-D*12,399,1,2.1305338835975176
bipolar,40,D*11-D*12,171,2,2.465535179944135
bipolar,40,D*11-D*12,397,3,3.39867428703379
bipolar,41,D*12-D*13,174,1,3.439402471512112
bipolar,41,D*12-D*13,171,2,3.8558709058083203
bipolar,41,D*12-D*13,399,3,4.8462571544247135
bipolar,42,D*13-D*14,175,1,3.1168827412368785
bipolar,42,D*13-D*14,166,2,4.068973673268652
bipolar,42,D*13-D*14,169,3,4.276717778112909
bipolar,43,D*14-D*15,172,1,1.494385020820181
bipolar,43,D*14-D*15,175,2,2.3551116602474313
bipolar,43,D*14-D*15,166,3,3.0155072179290228
bipolar,44,E*1-E*2,740,1,2.989777220284942
bipolar,44,E*1-E*2,469,2,5.213647259338819
bipolar,44,E*1-E*2,743,3,6.261289840649513
bipolar,45,E*2-E*3,469,1,3.018836975225535
bipolar,45,E*2-E*3,740,2,4.601182474183724
bipolar,45,E*2-E*3,471,3,5.150822227385294
bipolar,46,E*3-E*4,469,1,3.796647239684285
bipolar,46,E*3-E*4,473,2,4.765424626304144
bipolar,46,E*3-E*4,471,3,5.688471680585987
bipolar,47,E*4-E*5,491,1,4.218990721477031
bipolar,47,E*4-E*5,622,2,5.653423613584474
bipolar,47,E*4-E*5,494,3,5.865060622850368
bipolar,48,E*5-E*6,495,1,3.0481497933582795
bipolar,48,E*5-E*6,491,2,3.8100682709169473
bipolar,48,E*5-E*6,494,3,4.825054947690387
bipolar,49,E*6-E*7,496,1,2.83972531873556
bipolar,49,E*6-E*7,495,2,3.070491693487974
bipolar,49,E*6-E*7,497,3,5.780991726869942
bipolar,50,E*7-E*8,496,1,3.1322876464481997
bipolar,50,E*7-E*8,497,2,5.113986546532391
bipolar,50,E*7-E*8,495,3,5.556460838962244
bipolar,51,E*8-E*9,496,1,5.610076840597806
bipolar,51,E*8-E*9,497,2,6.004750342996264
bipolar,51,E*8-E*9,499,3,6.584386827803503
bipolar,52,E*9-E*10,499,1,7.302783177261499
bipolar,52,E*9-E*10,497,2,8.2636039841233
bipolar,52,E*9-E*10,496,3,8.612670127564167
bipolar,53,I*1-I*2,686,1,15.289535775049595
bipolar,53,I*1-I*2,689,2,17.18158966186764
bipolar,53,I*1-I*2,625,3,18.992768761922456
bipolar,54,I*2-I*3,686,1,11.757489450865885
bipolar,54,I*2-I*3,689,2,13.545183909853977
bipolar,54,I*2-I*3,687,3,15.53307520542145
bipolar,55,I*3-I*4,686,1,8.84287780017523
bipolar,55,I*3-I*4,689,2,10.413960855122875
bipolar,55,I*3-I*4,687,3,11.10802408102252
bipolar,56,I*4-I*5,687,1,7.509291169035003
bipolar,56,I*4-I*5,686,2,8.07854196793936
bipolar,56,I*4-I*5,689,3,8.966382132604968
bipolar,57,I*5-I*6,687,1,5.338793143566348
bipolar,57,I*5-I*6,688,2,6.188214579539914
bipolar,57,I*5-I*6,685,3,7.729670033544671
bipolar,58,I*6-I*7,688,1,4.153592082612477
bipolar,58,I*6-I*7,762,2,5.378188128346909
bipolar,58,I*6-I*7,687,3,5.924042127370531
bipolar,59,I*7-I*8,762,1,3.1179013495002184
bipolar,59,I*7-I*8,760,2,4.893205861642296
bipolar,59,I*7-I*8,688,3,5.356439937316706
bipolar,60,I*8-I*9,762,1,4.849850229570814
bipolar,60,I*8-I*9,760,2,5.017046680890109
bipolar,60,I*8-I*9,763,3,6.1297878250393945
bipolar,61,I*9-I*10,763,1,6.910712881915614
bipolar,61,I*9-I*10,348,2,7.642155359479343
bipolar,61,I*9-I*10,760,3,7.771146543088401
bipolar,62,U*1-U*2,144,1,2.2072277799016597
bipolar,62,U*1-U*2,146,2,3.9184614741044492
bipolar,62,U*1-U*2,16,3,5.206965666651869
bipolar,63,U*2-U*3,148,1,2.934247927485342
bipolar,63,U*2-U*3,146,2,3.711477199979656
bipolar,63,U*2-U*3,320,3,4.837808918703806
bipolar,64,U*3-U*4,320,1,2.580432357078007
bipolar,64,U*3-U*4,148,2,2.8082230818208322
bipolar,64,U*3-U*4,198,3,4.195647256297273
bipolar,65,U*4-U*5,325,1,1.629038323408432
bipolar,65,U*4-U*5,321,2,3.1402857423943566
bipolar,65,U*4-U*5,324,3,3.576442269694708
bipolar,66,U*5-U*6,325,1,1.80522763633403
bipolar,66,U*5-U*6,329,2,4.272816567841824
bipolar,66,U*5-U*6,327,3,4.281033133293007
bipolar,67,U*6-U*7,260,1,4.378634939819482
bipolar,67,U*6-U*7,327,2,4.81535282731393
bipolar,67,U*6-U*7,325,3,5.1260880099889095
bipolar,68,U*7-U*8,259,1,1.9425460646285555
bipolar,68,U*7-U*8,260,2,4.230845967088311
bipolar,68,U*7-U*8,194,3,5.71117100999693
bipolar,69,U*8-U*9,259,1,2.1165538429397643
bipolar,69,U*8-U*9,155,2,4.491273288577084
bipolar,69,U*8-U*9,197,3,6.097489492757243
bipolar,70,U*9-U*10,155,1,4.555419934653607
bipolar,70,U*9-U*10,259,2,5.108845041092788
bipolar,70,U*9-U*10,262,3,6.811024315261963
bipolar,71,W*1-W*2,150,1,7.851216075328369
bipolar,71,W*1-W*2,49,2,8.298950345041078
bipolar,71,W*1-W*2,61,3,9.057689924010136
bipolar,72,W*2-W*3,150,1,7.426011112342768
bipolar,72,W*2-W*3,61,2,9.691642347302938
bipolar,72,W*2-W*3,49,3,10.001460517777243
bipolar,73,W*3-W*4,150,1,8.18744061016549
bipolar,73,W*3-W*4,330,2,9.876552602295988
bipolar,73,W*3-W*4,61,3,11.232040704240045
bipolar,74,W*4-W*5,330,1,9.888205025371201
bipolar,74,W*4-W*5,150,2,10.090306148694195
bipolar,74,W*4-W*5,331,3,12.458102091577306
bipolar,75,W*5-W*6,330,1,10.761867860714194
bipolar,75,W*5-W*6,150,2,12.436397101055555
bipolar,75,W*5-W*6,331,3,12.543340401518387
bipolar,76,W*6-W*7,330,1,12.243151821770693
bipolar,76,W*6-W*7,331,2,13.174711104185208
bipolar,76,W*6-W*7,261,3,14.568876006614147
bipolar,77,W*7-W*8,330,1,14.485003456682119
bipolar,77,W*7-W*8,331,2,14.75056260479103
bipolar,77,W*7-W*8,261,3,15.793978257341196
