x,y,z
42.21109192324165,53.379641603365314,18.34375538222668
43.041710990337904,52.37487281537629,21.40583246588132
43.74541993686595,51.33134324888325,24.27972002437872
45.6601798546459,50.246029568515596,27.042216374716553
47.02507916802835,49.24918121717103,29.934970589789124
48.2430872914144,48.268527439835495,32.89343115255195
50.040862871420245,47.09686454862682,35.8917152000439
51.45659088385562,45.89239639330843,38.86237830572058
52.70655677254657,44.831826758748,41.486269384327464
56.27872072186905,42.21429107132344,50.11221622183302
57.394628521047366,41.364488577988475,53.2077633049045
58.75952783442978,40.36764022664391,56.100517519977096
60.12533410997056,39.37072552744436,58.993097458621584
61.490233423353,38.3738771760998,61.88585167369419
62.855132736735435,37.37702882475521,64.77860588876673
51.17615823943388,29.66455970112661,21.777706769509862
52.2132930177509,28.139416085436494,24.67121700070997
53.259293398517634,26.35666484503015,27.335054889187443
54.10732521504094,24.631744519524187,30.240447672184462
55.04043211413249,22.722720262455702,33.33890573896022
56.019853813635635,20.948423061230184,36.189265736829334
56.97901163228675,19.317306955028446,38.9780497751835
57.65795335545412,17.80914780260054,41.96880458641204
58.637440473718065,16.0356755485159,44.81919097263036
59.965189026462355,14.17986362249298,47.71771094295957
61.10269655345897,12.418304399789145,50.505332910670774
62.034252181982,10.460229873434999,53.1667161579681
63.10722116137162,8.746995825172444,56.13629828551316
64.08664286087486,6.972698623946929,58.9866582833823
35.14722255793447,30.30615074670137,26.70194823622397
37.72137269475814,29.572011105600087,29.372779670513932
40.102842711617086,28.505101861126718,31.831694046678233
42.54111204963876,28.145601348403996,34.37592138902775
45.256806958240446,27.486462692074298,37.20875539265015
47.74657619855566,26.528286141744715,39.76680316962991
50.04696578595041,26.05126432171761,42.24824261304576
52.72792149571972,25.229637148341908,44.94738993018951
55.444871343137734,24.082905874878016,47.48535212327026
57.9487026808454,23.316349789039187,50.019032922076185
60.4132942633056,22.8448929409281,52.8806139860217
62.60154574924007,22.453588688311395,55.45424536323181
64.73616665608768,21.556559679001985,57.55266518914008
67.36391717938702,20.66145979629476,59.87498842172998
23.16416399211963,54.117898728598725,31.832385499599944
23.1026145789971,53.63887226134842,35.19221198564718
22.926600233833888,53.080770812266344,38.42428544623043
22.758900125892293,52.70928351309825,41.67285822362298
22.941497202935384,51.95488200404922,45.138864684130695
22.718536788712747,51.65806345924091,48.450229608532865
22.18475256474084,51.29537077512992,51.44816940441434
22.033267223618807,50.82990823775094,54.76278860108347
21.857337491291094,50.271785736938114,57.995310414768326
25.446509769234364,87.9971866184178,36.76467801654078
29.225937176377105,87.35125295454515,39.06748078164807
33.43138345397791,86.62491047087539,41.217244313177275
37.21289503351786,86.0245020557339,43.39057401039684
40.83913923315978,85.44235272664409,45.481923351311046
44.25741654676738,84.87628660110025,47.50811522325441
47.67203673379441,84.33561524624389,49.55480202236781
51.1459937482967,83.84662372465024,51.60528073014421
54.46288511768448,83.61178040717056,53.78946518258166
77.49038770266898,27.817634965520895,31.37432985471584
78.72456758328408,28.180376325755496,34.43190155825838
79.67067985758706,29.25176721406233,37.48172222533083
80.7136765308594,30.368338354444056,40.72337371592452
81.94218494498307,31.130269109117975,43.810995870086096
83.15276899688052,31.837614516201903,46.831037210296486
84.30331053664608,32.64746373039343,49.91282297632626
85.4662875102002,33.40895224305638,53.07281634715233
86.4737323580477,34.114903078152864,55.99060496899551
78.72329780877723,9.526901833984748,38.00930902315977
79.08363214783373,9.039183339460427,41.0885613813181
79.78104499361478,8.884145925010547,44.20636867367373
80.34475396195714,8.466380436544211,47.3482398918564
81.04125984557982,8.311409369949255,50.46622146064007
81.5763229760233,8.432043690480354,53.78535096374806
82.27373582180425,8.277006276030463,56.90315825610373
