x,y,z
21.889292473866238,57.1574724050132,12.203600734436503
24.50716207420206,56.784687851278406,15.54911456269417
25.448140528348247,56.33743537974001,18.86999490114118
27.68257701289793,55.82276502153519,21.89849716139752
30.870770375410714,54.90974316700674,24.4486411935684
32.15353592405662,54.79311239401361,27.955673375266677
35.107769036306436,53.98609091062278,30.703264746446536
37.499979367503094,53.33140379034841,34.13635323181633
39.692837393434964,52.54286600254671,37.02078593203847
41.549466861005726,52.06375459883279,39.7147554792428
43.33197617298298,52.21882486965399,43.09869975661771
45.87764185800345,51.22806689121871,45.66833599386807
47.80323203248602,51.19091168932819,49.155428287864105
50.03814161428795,50.67639757074155,52.184851414802786
52.27419094364467,50.16125906180666,55.21260450173322
54.51071337025364,49.64627679249002,58.24127845534599
56.74514985480334,49.13160643428518,61.26978071560239
58.981672281412365,48.616624164968535,64.29845466921525
29.964753845508522,31.8688724404154,20.55582183518049
31.724262618811814,31.272566265723718,23.921928851251877
33.70721611437956,29.81007596657217,27.06902179495409
35.275354394489945,28.552550945305974,30.09327257169952
37.05679771668162,27.38520287460796,33.8092724161992
38.890009064361685,25.81204207492918,37.30801515438652
40.61182111526156,24.7936272805308,40.40083479283072
42.38933281455146,23.497839483492186,43.696615981146486
43.73550800751403,22.914383483090425,47.275274643500616
45.94465316147566,20.90800333661068,50.28773067515526
47.980205619782545,20.08187632263221,53.85457203204116
49.76262733199509,18.270084030814807,56.66635351188302
51.27671516209327,17.020483705876664,60.174153373420275
53.59263638166471,15.84206680171324,63.4317349720306
54.83173856067313,14.42890811179952,66.76571575005174
15.457949451141944,35.44108867170417,29.86206921261299
18.920335575550613,35.76994877019538,32.05945074614587
22.151516876040816,34.53472254089614,34.74098239318751
25.032823382361446,34.105919226274096,36.770229464481
28.563894250333444,34.39332774245962,39.200061137952666
32.126373605102835,33.401110924017466,41.88324425694182
34.97452614452356,32.97969202521365,44.00803017380966
38.20745292511629,33.01670671472378,46.340671529759454
41.87750472255983,31.874103751650114,48.94767769687609
45.00681087854952,31.134118130128012,51.10944622889852
48.33357148967607,30.849627768143712,53.58770897920597
51.671455262494945,30.907090579910417,56.29151388588624
54.27903420285226,30.72212269979175,58.24264448142312
57.087348887606545,29.48828127491845,60.25670036408237
60.80204418884928,29.287760764670058,62.4523690750339
9.357648517568622,62.7980247578982,30.464016378818375
9.929952254973232,64.4846463730949,34.176522408588255
11.5035147549269,63.47471014202301,37.870237088486064
11.751234598338748,64.96101553296332,41.41088104382074
13.386853765890073,64.35153251704399,45.02857934454877
14.390892023779026,65.0435911457353,49.0868182249591
15.221513444151432,65.43213956421918,52.30235056016912
15.395115181532535,65.91154625477446,55.879296823582536
17.164975744313004,66.13889839656873,59.64674625133918
17.216870622150292,66.38807165426103,63.11457632549734
14.849030507485338,100.50164430018148,26.245596520497738
18.550166394777044,100.24108042189398,28.332233143858442
23.622983570061688,99.27802678711235,29.739310083253535
28.02275853250825,98.65803616291875,31.351818177197817
32.318691744901784,98.08561829322474,32.93222577730428
36.36532418669077,97.50468616859338,34.43264109587551
40.21797485518495,96.98911515543965,35.96210392543208
44.27660813766663,96.47303698590434,37.492967483249416
48.25576991819277,96.05281410940415,38.97339924197682
52.15243722263612,96.18226385970121,40.71365426497021
58.17923978771426,28.277268712100312,25.352548616538957
60.58042696132231,28.74212279751041,28.322040163911414
62.76505443793205,30.238216063111444,31.03854530244663
64.73684061797988,32.273682924553704,33.718125066817905
67.25079658720405,33.935027006604045,36.76952174658384
69.40654323466238,35.09487212966708,39.241259931190974
71.82855467889969,36.611955834867686,42.18937616557481
73.93081969460393,38.035170765323954,44.76056792969274
76.42262008395139,39.48566682327977,47.89602412183651
78.04538681495433,40.71225029061513,50.05885230141505
60.89933080676356,10.61458613991684,36.78837246710648
61.50195777155071,10.719171160508676,40.83704753551222
63.65980792969877,11.021033777334463,43.41161031059716
65.00025543750704,11.758386764022696,47.19528933935912
66.86884242708521,11.552447443502212,50.03318865415838
68.49694025865622,12.798070518266755,53.55428031653189
70.24632564026066,13.317756439832875,56.73386165179647
71.9952379246127,13.83728612178075,59.91252212037878
